[[[ 459.51385  503.85748]
  [ 433.03616  515.52924]
  [ 415.44794  506.79077]
  [ 433.09933  550.8277 ]
  [ 456.80365  574.2868 ]
  [ 439.07986  524.4326 ]
  [ 442.03195  559.67426]
  [ 453.7554   586.1868 ]
  [ 412.5493   601.06866]
  [ 394.9544   600.9464 ]
  [ 397.84192  668.73737]
  [ 362.66245  742.1675 ]
  [ 430.26297  603.8853 ]
  [ 424.26898  677.41125]
  [ 412.43985  745.105  ]
  [ 456.7175   497.92944]
  [ 459.74954  500.85873]
  [ 436.16492  486.20718]
  [   0.         0.     ]
  [ 433.16553  762.7656 ]
  [ 433.26068  759.8283 ]
  [ 403.77194  756.85236]
  [ 368.35864  762.8923 ]
  [ 359.53955  762.7024 ]
  [ 362.45285  745.17523]]

 [[ 692.1771   503.72092]
  [ 694.97504  530.45013]
  [ 668.5626   530.45654]
  [ 648.1829   574.43304]
  [ 653.8735   606.78534]
  [ 718.731    533.18396]
  [ 739.1481   571.52795]
  [ 730.3818   603.8557 ]
  [ 692.2558   621.45984]
  [ 671.7347   621.45105]
  [ 671.7094   677.5193 ]
  [ 674.4747   739.3708 ]
  [ 712.72766  621.4636 ]
  [ 712.82623  674.61053]
  [ 715.6771   739.3311 ]
  [ 689.1713   497.9142 ]
  [ 695.1281   497.9047 ]
  [ 674.61505  503.7753 ]
  [ 706.8912   503.7505 ]
  [ 715.57025  756.93115]
  [ 718.78644  753.9314 ]
  [ 712.81305  742.3407 ]
  [ 665.65924  756.915  ]
  [ 656.8443   748.07214]
  [ 686.21277  745.09686]]

 [[1048.2825   385.8916 ]
  [1139.6467   433.18408]
  [1210.2      433.19165]
  [1233.6195   565.6337 ]
  [1198.4243   621.546  ]
  [1069.0103   433.0651 ]
  [1039.4645   553.9289 ]
  [ 998.21985  577.5387 ]
  [1145.3845   692.18427]
  [1195.5149   692.175  ]
  [1165.9476   880.4709 ]
  [1163.2081  1060.0955 ]
  [1092.5294   692.2335 ]
  [1048.2654   836.33734]
  [1095.4703  1009.994  ]
  [   0.         0.     ]
  [1048.2931   368.4464 ]
  [1136.5996   359.46432]
  [1068.9939   362.61673]
  [1051.2224  1045.2183 ]
  [1054.1667  1045.2836 ]
  [1115.9924  1024.8486 ]
  [1145.4088  1054.2555 ]
  [1171.9292  1074.8334 ]
  [1163.1349  1074.8593 ]]]
